applicant_id,name,consistency,social_trust,location_stability,months_at_address,monthly_sequence,social_references,label
1348,Aaina Char,0.52,0.49,46,10,"[{""recharge_amount"": 449, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3368}, {""recharge_amount"": 495, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3719}, {""recharge_amount"": 944, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 7090}, {""recharge_amount"": 634, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4758}, {""recharge_amount"": 361, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2714}, {""recharge_amount"": 842, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 6321}, {""recharge_amount"": 674, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5063}, {""recharge_amount"": 619, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4649}, {""recharge_amount"": 973, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7307}, {""recharge_amount"": 869, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 6524}, {""recharge_amount"": 683, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 5125}, {""recharge_amount"": 984, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7385}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.44}, {""relationship_type"": ""employer"", ""trust_score"": 0.49}, {""relationship_type"": ""employer"", ""trust_score"": 0.52}]",0
1349,Yakshit Das,0.75,0.81,37,6,"[{""recharge_amount"": 911, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2361}, {""recharge_amount"": 836, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2167}, {""recharge_amount"": 765, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1983}, {""recharge_amount"": 839, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2174}, {""recharge_amount"": 989, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2564}, {""recharge_amount"": 936, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 2425}, {""recharge_amount"": 896, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2323}, {""recharge_amount"": 894, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2318}, {""recharge_amount"": 823, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2133}, {""recharge_amount"": 964, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2498}, {""recharge_amount"": 677, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1754}, {""recharge_amount"": 796, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2062}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.96}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.98}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.97}]",1
1350,Bhamini Doctor,0.57,0.06,80,107,"[{""recharge_amount"": 194, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6335}, {""recharge_amount"": 175, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5719}, {""recharge_amount"": 330, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 10799}, {""recharge_amount"": 247, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8073}, {""recharge_amount"": 213, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6948}, {""recharge_amount"": 389, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 12706}, {""recharge_amount"": 368, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 12025}, {""recharge_amount"": 234, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7642}, {""recharge_amount"": 283, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 9261}, {""recharge_amount"": 244, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 7981}, {""recharge_amount"": 211, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 6894}, {""recharge_amount"": 325, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 10617}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.03}, {""relationship_type"": ""employer"", ""trust_score"": 0.23}, {""relationship_type"": ""employer"", ""trust_score"": 0.01}]",1
1351,Vardaniya Rege,0.31,0.65,10,4,"[{""recharge_amount"": 747, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 10701}, {""recharge_amount"": 202, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2899}, {""recharge_amount"": 637, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 9131}, {""recharge_amount"": 370, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5303}, {""recharge_amount"": 549, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 7868}, {""recharge_amount"": 398, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5700}, {""recharge_amount"": 520, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 7453}, {""recharge_amount"": 578, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8276}, {""recharge_amount"": 205, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2930}, {""recharge_amount"": 823, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 11799}, {""recharge_amount"": 213, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3051}, {""recharge_amount"": 611, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 8754}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.49}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.69}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.8}]",0
1352,Amani Kadakia,0.69,0.44,53,118,"[{""recharge_amount"": 629, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 6850}, {""recharge_amount"": 735, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8002}, {""recharge_amount"": 726, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7906}, {""recharge_amount"": 662, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7208}, {""recharge_amount"": 520, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5656}, {""recharge_amount"": 629, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6848}, {""recharge_amount"": 681, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7411}, {""recharge_amount"": 460, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5007}, {""recharge_amount"": 545, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5932}, {""recharge_amount"": 689, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 7497}, {""recharge_amount"": 752, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8181}, {""recharge_amount"": 511, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5563}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.64}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.41}]",1
1353,Aaina Mammen,0.42,0.02,82,3,"[{""recharge_amount"": 1215, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3702}, {""recharge_amount"": 1179, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3594}, {""recharge_amount"": 1511, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4606}, {""recharge_amount"": 1500, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4572}, {""recharge_amount"": 1048, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3195}, {""recharge_amount"": 638, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1946}, {""recharge_amount"": 1460, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4449}, {""recharge_amount"": 1398, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4262}, {""recharge_amount"": 754, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2298}, {""recharge_amount"": 879, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2678}, {""recharge_amount"": 477, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1454}, {""recharge_amount"": 1042, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3175}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.13}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.14}]",0
1354,Sana Chahal,0.44,0.6,72,54,"[{""recharge_amount"": 1110, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3816}, {""recharge_amount"": 978, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3362}, {""recharge_amount"": 941, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3236}, {""recharge_amount"": 1284, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4417}, {""recharge_amount"": 1304, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4485}, {""recharge_amount"": 1284, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4416}, {""recharge_amount"": 900, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3095}, {""recharge_amount"": 701, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2411}, {""recharge_amount"": 1312, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4512}, {""recharge_amount"": 725, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2492}, {""recharge_amount"": 1047, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3602}, {""recharge_amount"": 430, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 1478}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.49}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.58}]",1
1355,Suhana Dewan,0.76,0.16,93,89,"[{""recharge_amount"": 296, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 11313}, {""recharge_amount"": 262, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 10005}, {""recharge_amount"": 257, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 9814}, {""recharge_amount"": 281, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 10750}, {""recharge_amount"": 280, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 10707}, {""recharge_amount"": 186, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 7112}, {""recharge_amount"": 288, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 11030}, {""recharge_amount"": 258, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 9849}, {""recharge_amount"": 199, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7622}, {""recharge_amount"": 257, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9836}, {""recharge_amount"": 230, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8788}, {""recharge_amount"": 234, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8961}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.02}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.17}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.34}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.07}]",1
1356,Rohan Andra,0.58,0.09,47,107,"[{""recharge_amount"": 354, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2273}, {""recharge_amount"": 190, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1223}, {""recharge_amount"": 309, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1983}, {""recharge_amount"": 242, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 1553}, {""recharge_amount"": 343, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 2204}, {""recharge_amount"": 290, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1861}, {""recharge_amount"": 230, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1478}, {""recharge_amount"": 211, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1355}, {""recharge_amount"": 263, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1690}, {""recharge_amount"": 239, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1533}, {""recharge_amount"": 384, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2466}, {""recharge_amount"": 328, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2106}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.16}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.16}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.15}, {""relationship_type"": ""employer"", ""trust_score"": 0.15}]",0
1357,Ayesha Kar,0.86,0.43,51,58,"[{""recharge_amount"": 178, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9697}, {""recharge_amount"": 184, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 10052}, {""recharge_amount"": 156, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8498}, {""recharge_amount"": 200, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 10887}, {""recharge_amount"": 190, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 10341}, {""recharge_amount"": 176, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 9607}, {""recharge_amount"": 197, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 10714}, {""recharge_amount"": 177, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9637}, {""recharge_amount"": 176, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 9601}, {""recharge_amount"": 190, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 10375}, {""recharge_amount"": 178, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 9715}, {""recharge_amount"": 176, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9600}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.36}, {""relationship_type"": ""employer"", ""trust_score"": 0.39}]",1
1358,Lakshay Lanka,0.86,0.05,69,22,"[{""recharge_amount"": 443, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4447}, {""recharge_amount"": 533, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 5354}, {""recharge_amount"": 516, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5183}, {""recharge_amount"": 456, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4585}, {""recharge_amount"": 455, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4574}, {""recharge_amount"": 500, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5025}, {""recharge_amount"": 461, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4631}, {""recharge_amount"": 507, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5098}, {""recharge_amount"": 445, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4475}, {""recharge_amount"": 547, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5497}, {""recharge_amount"": 503, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5058}, {""recharge_amount"": 551, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5540}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.2}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.09}, {""relationship_type"": ""guarantor"", ""trust_score"": -0.12}]",0
1359,Hridaan Bumb,0.62,0.78,31,71,"[{""recharge_amount"": 552, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6861}, {""recharge_amount"": 512, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6369}, {""recharge_amount"": 382, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4756}, {""recharge_amount"": 591, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 7346}, {""recharge_amount"": 318, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3949}, {""recharge_amount"": 317, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3944}, {""recharge_amount"": 323, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4016}, {""recharge_amount"": 360, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4471}, {""recharge_amount"": 644, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 8011}, {""recharge_amount"": 326, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4057}, {""recharge_amount"": 458, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5697}, {""recharge_amount"": 671, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8347}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.66}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.89}]",1
1360,Devansh Grewal,0.62,0.86,58,96,"[{""recharge_amount"": 315, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8675}, {""recharge_amount"": 220, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6062}, {""recharge_amount"": 368, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 10148}, {""recharge_amount"": 367, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 10115}, {""recharge_amount"": 253, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6987}, {""recharge_amount"": 297, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8181}, {""recharge_amount"": 364, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 10027}, {""recharge_amount"": 186, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5135}, {""recharge_amount"": 305, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8414}, {""recharge_amount"": 333, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 9183}, {""recharge_amount"": 198, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 5452}, {""recharge_amount"": 252, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 6960}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.75}, {""relationship_type"": ""employer"", ""trust_score"": 0.82}]",1
